"X1","X2","X3","y"
-0.126657465209463,1.47462539038133,2.78118854176455,1
-1.61557388808597,0.268466879848556,2.42295174922782,0
-1.81631111388361,1.2094404381017,1.18830830793589,0
-0.687740980848329,2.12757067571093,2.62330527923583,1
0.319441720748693,1.62282520796428,2.49675584595749,1
-1.01833488103875,1.28020731976165,1.28769564214144,1
-1.50107045961653,0.707002138481139,2.54940741383423,1
-0.213346334006695,0.672578770068939,3.44282740706848,1
-0.26043377492842,1.47694920450033,2.55686778435317,1
0.136876857025801,0.950164387379928,3.64813936905964,1
-1.51985532348714,1.15869555087514,1.48780527058297,0
-2.23883504074554,0.362377778619627,1.43417473031959,0
-1.3042939638429,1.12133083803794,2.38774368482253,1
-0.570299972330341,0.612043940917875,2.56541014287109,0
-1.74070204590397,0.865055395163874,1.04438969939913,0
-1.01196452906462,1.16510596169351,1.95023487135378,1
-2.05642969458061,0.209478065171131,1.68104125823178,0
-2.28984822957188,0.232172223921012,0.526034190678263,0
-2.06963518321535,0.765577395789799,0.983546952890254,0
-0.973301690211398,1.50442797358146,1.49526194393844,1
-0.757093855700187,1.06877897673257,1.46099858772785,0
-1.30858651185163,-0.700644088431657,1.55626160569624,0
-3.13673622541456,-0.813006268391046,0.482320130005611,0
-0.011211229632224,1.21893160011647,1.74027605390871,1
-0.627752132229916,2.023601108255,-0.260490204482818,1
-2.26433313741198,-0.768572995623464,2.0605116263447,1
-1.14012069992323,1.27979100567346,3.13479564198492,1
-1.43564719040638,-0.0369967887552098,2.78231225001444,0
-0.601757369181331,1.7386394740432,2.21435117526743,1
-1.2123650942889,0.622063455179476,3.23139488061164,1
-1.05069411360942,1.55396061434716,2.02195329960446,1
-0.0546312776016321,0.62802498703851,2.32314296991268,1
0.111907200722293,3.05777832532033,2.00993480412915,1
-0.510531809421854,-0.0295534045738122,2.323363529385,1
-2.05098355481064,-0.141874457832103,1.21691587188482,0
0.698803962045255,1.94070180133949,3.68134712944125,1
-0.395407622139195,1.03473406078393,1.83825888303464,1
-0.871353539780559,0.383704878970584,3.60190872923069,1
-2.20774824830267,0.647475249377437,2.67032319769686,0
-0.531473068774578,1.85726871562714,2.42792843858334,1
0.318932629988119,1.5684828171165,2.82367922929555,1
-0.563264451734937,2.22706135880743,2.31345727804997,1
-0.588387329303636,1.1448834485325,2.21775662747949,1
0.364347109267583,2.19913182398636,4.47805279696144,1
-0.800404072154783,0.842959466304535,2.16005089463853,0
-3.33258481247625,-1.34165699068015,1.21555857014782,0
-0.36030859983891,1.31681565515374,2.04472590637153,1
-0.405150541647797,2.07000049065395,3.18077665315321,1
0.34334443390251,1.56484401715593,2.1426431768927,1
-0.969587007159094,2.02542908325858,1.83441501321739,1
0.431613892156967,2.93127362928301,1.43089020648432,1
